,station1,station2,station3,station4,station5,station6,station7,station8,station9,station10,station11,station12,station13,station14
2019/5/11 18:25,3,5,10,0,1,2,4,1,2,0,0,0,1,23
2019/5/11 18:30,2,8,11,0,6,1,0,0,4,1,0,1,1,21
2019/5/11 18:35,6,11,9,0,2,2,2,1,3,1,0,0,2,19
2019/5/11 18:40,7,12,6,0,2,3,2,0,2,0,2,4,1,15
2019/5/11 18:45,2,8,10,0,2,3,2,1,1,0,0,2,1,25
2019/5/11 18:50,4,3,7,2,1,0,1,1,2,1,1,5,2,23
2019/5/11 18:55,1,12,6,0,6,1,1,1,2,1,3,4,0,22
2019/5/11 19:00,2,7,4,0,1,2,4,1,1,1,0,2,1,21
2019/5/11 19:05,5,1,3,1,1,2,0,0,0,0,1,4,1,23
2019/5/11 19:10,2,8,8,2,0,1,0,1,1,1,1,2,2,23
2019/5/11 19:15,5,2,5,0,1,3,3,0,1,1,0,3,0,22
2019/5/11 19:20,3,7,5,0,0,1,2,0,2,0,1,2,0,18
2019/5/11 19:25,3,3,11,2,0,3,1,0,4,1,0,2,1,21
2019/5/11 19:30,2,5,7,0,8,0,2,0,0,0,1,1,0,20
2019/5/11 19:35,4,5,6,0,2,3,0,1,2,0,0,4,1,22
2019/5/11 19:40,3,5,5,1,8,1,0,1,0,0,0,1,2,18
2019/5/11 19:45,3,4,5,1,2,0,2,1,4,0,1,1,0,16
2019/5/11 19:50,2,9,3,0,3,4,1,2,2,0,1,2,5,17
2019/5/11 19:55,0,13,4,2,0,0,3,0,1,0,2,2,1,20
2019/5/11 20:00,5,9,7,1,5,2,1,1,3,0,2,2,2,14
2019/5/11 20:05,6,12,0,0,0,0,0,0,1,0,2,1,2,17
2019/5/11 20:10,1,9,4,0,1,3,2,1,2,0,3,1,4,17
2019/5/11 20:15,1,12,5,0,4,0,1,1,8,0,0,1,2,19
2019/5/11 20:20,5,2,10,0,3,1,0,0,4,0,1,3,1,18
2019/5/11 20:25,2,5,4,1,0,0,0,0,3,0,0,1,3,15
2019/5/11 20:30,2,6,4,0,4,0,1,1,3,0,0,4,0,14
2019/5/11 20:35,3,3,1,0,1,2,0,0,4,0,1,1,1,15
2019/5/11 20:40,1,6,4,0,1,1,2,0,2,0,1,1,0,17
2019/5/11 20:45,2,7,2,0,1,2,2,0,4,0,1,6,1,23
2019/5/11 20:50,2,6,1,0,1,1,3,1,2,0,0,0,0,21
2019/5/11 20:55,3,9,10,0,1,0,1,0,3,0,3,4,1,20
2019/5/11 21:00,2,6,3,0,3,2,3,1,4,0,3,0,0,15
2019/5/11 21:05,3,7,1,0,0,2,2,0,3,0,0,1,1,16
2019/5/11 21:10,1,12,8,1,1,0,1,0,7,0,1,0,0,11
2019/5/11 21:15,3,8,6,1,0,0,4,1,5,0,2,2,2,7
2019/5/11 21:20,2,6,7,0,2,0,1,0,4,2,0,1,0,10
2019/5/11 21:25,0,6,3,3,0,1,3,0,3,1,3,0,2,6
2019/5/11 21:30,0,7,4,0,0,1,4,1,5,0,0,2,0,12
2019/5/11 21:35,5,10,5,0,3,0,3,0,0,0,2,0,2,9
2019/5/11 21:40,2,6,3,0,0,2,1,0,4,0,4,1,0,16
2019/5/11 21:45,3,4,8,1,2,2,1,1,6,0,6,0,1,18
2019/5/11 21:50,3,4,3,1,0,0,2,0,10,0,2,0,1,19
2019/5/11 21:55,2,3,3,0,2,1,2,1,4,0,3,1,0,24
2019/5/11 22:00,0,5,5,2,1,3,1,1,5,0,4,1,0,18
2019/5/11 22:05,2,6,5,1,1,2,2,0,7,0,0,2,1,19
2019/5/11 22:10,6,5,3,0,1,2,0,0,8,0,1,2,1,19
2019/5/11 22:15,1,9,5,1,0,2,3,0,6,0,3,2,1,10
2019/5/11 22:20,2,5,2,1,0,1,2,0,4,0,0,1,1,21
2019/5/11 22:25,4,5,5,0,3,2,1,1,3,0,0,0,1,21
2019/5/11 22:30,5,4,4,1,1,3,0,0,7,0,1,0,1,14
2019/5/11 22:35,4,2,5,0,0,1,2,0,4,0,1,0,2,13
2019/5/11 22:40,3,8,4,0,2,2,1,0,6,0,1,1,3,17
2019/5/11 22:45,2,11,7,0,1,0,4,0,2,0,0,0,2,12
2019/5/11 22:50,3,4,2,0,1,1,3,1,5,1,0,4,2,11
2019/5/11 22:55,0,6,6,0,1,2,2,0,6,1,1,1,2,17
2019/5/11 23:00,0,4,4,1,1,3,1,0,13,0,1,0,0,20
2019/5/11 23:05,3,3,3,0,1,2,0,0,3,0,1,1,2,19
2019/5/11 23:10,4,6,7,0,0,0,2,0,8,0,0,1,0,12
2019/5/11 23:15,2,8,2,1,2,1,2,0,5,1,0,1,2,9
2019/5/11 23:20,1,6,6,0,2,0,6,1,4,0,1,1,1,14
2019/5/11 23:25,2,6,5,0,3,1,1,0,6,0,0,2,1,15
2019/5/11 23:30,4,6,4,1,2,0,3,0,7,0,0,0,0,12
2019/5/11 23:35,2,2,1,0,3,4,3,0,8,0,1,0,2,8
2019/5/11 23:40,2,2,7,0,3,0,6,0,12,0,1,0,2,17
2019/5/11 23:45,2,8,3,0,3,1,0,1,14,1,1,1,1,11
2019/5/11 23:50,1,7,6,0,0,0,3,1,6,1,1,1,0,13
2019/5/11 23:55,2,4,5,0,2,3,2,1,12,0,1,1,0,6
2019/5/12 0:00,1,6,1,0,2,2,3,0,10,1,1,2,0,5
2019/5/12 0:05,3,3,2,0,3,1,4,0,12,0,0,3,2,12
2019/5/12 0:10,2,2,2,0,1,2,3,0,8,0,0,0,0,15
2019/5/12 0:15,1,7,2,0,3,2,1,0,5,1,1,1,0,8
2019/5/12 0:20,4,9,1,0,0,2,2,1,9,1,1,1,0,4
2019/5/12 0:25,3,6,3,0,0,1,2,1,10,1,0,1,0,6
2019/5/12 0:30,2,8,2,1,0,0,6,0,7,0,0,1,1,8
2019/5/12 0:35,1,8,5,1,0,0,2,2,8,0,1,0,0,15
2019/5/12 0:40,2,2,4,0,1,1,4,0,10,0,2,1,0,15
2019/5/12 0:45,1,4,2,0,1,1,1,0,5,1,0,0,0,15
2019/5/12 0:50,3,9,2,0,1,2,2,0,8,0,0,1,0,6
2019/5/12 0:55,4,11,3,0,0,1,2,1,8,0,1,0,1,6
2019/5/12 1:00,1,7,3,0,2,0,3,1,13,0,0,0,0,10
2019/5/12 1:05,2,7,3,0,0,1,1,0,10,0,1,1,1,14
2019/5/12 1:10,1,10,1,0,1,2,1,0,6,0,0,1,1,12
2019/5/12 1:15,3,4,3,0,0,0,1,0,11,0,0,2,2,7
2019/5/12 1:20,2,10,1,1,0,0,1,2,2,1,1,0,1,13
2019/5/12 1:25,1,6,3,1,0,1,1,0,7,1,1,0,1,8
2019/5/12 1:30,2,5,3,0,0,2,2,0,11,0,1,0,0,10
2019/5/12 1:35,2,2,1,0,2,0,2,0,14,0,1,0,1,9
2019/5/12 1:40,1,4,1,0,0,0,0,0,3,0,4,0,1,8
2019/5/12 1:45,0,9,2,0,1,1,1,0,11,1,0,1,1,8
2019/5/12 1:50,2,3,3,0,1,1,1,0,7,0,1,1,0,8
2019/5/12 1:55,0,4,3,0,2,1,1,0,5,0,1,1,0,9
2019/5/12 2:00,0,5,3,1,3,1,1,0,3,0,1,1,0,8
2019/5/12 2:05,2,0,2,1,2,3,1,0,5,0,0,0,0,9
2019/5/12 2:10,1,2,1,0,0,2,0,0,7,0,0,0,0,9
2019/5/12 2:15,4,5,3,0,0,2,0,0,9,0,2,1,0,6
2019/5/12 2:20,0,1,3,0,0,3,3,0,9,0,0,0,2,6
2019/5/12 2:25,1,1,4,0,0,1,0,0,7,1,1,0,0,4
2019/5/12 2:30,1,4,2,0,0,1,1,0,10,0,0,1,1,6
2019/5/12 2:35,1,3,2,0,0,0,1,0,9,0,1,1,1,6
2019/5/12 2:40,2,3,2,1,1,2,1,0,8,0,1,0,0,9
2019/5/12 2:45,3,2,2,0,0,1,3,1,11,0,1,0,1,5
2019/5/12 2:50,0,5,2,0,2,3,1,0,5,0,0,0,2,7
2019/5/12 2:55,1,7,1,0,1,1,3,1,7,0,0,1,0,10
2019/5/12 3:00,1,1,1,0,2,1,5,0,9,0,3,2,0,8
2019/5/12 3:05,1,2,3,0,3,0,1,0,8,0,0,0,0,6
2019/5/12 3:10,1,3,1,1,1,0,3,0,9,0,0,0,1,9
2019/5/12 3:15,1,3,4,1,0,1,1,0,8,0,4,0,1,9
2019/5/12 3:20,1,4,3,0,0,2,2,0,5,0,2,2,1,11
2019/5/12 3:25,3,4,5,0,0,0,2,1,7,0,0,0,1,11
2019/5/12 3:30,0,4,4,0,0,0,1,0,8,0,0,1,2,7
2019/5/12 3:35,1,6,0,1,0,2,3,0,8,0,1,2,1,9
2019/5/12 3:40,2,8,2,0,0,2,1,0,9,0,0,0,0,6
2019/5/12 3:45,1,4,3,1,1,0,2,0,5,0,0,2,0,8
2019/5/12 3:50,1,4,2,0,1,2,1,0,7,1,2,1,0,7
2019/5/12 3:55,0,1,2,0,0,1,1,0,10,0,1,0,1,6
2019/5/12 4:00,0,5,4,0,0,0,3,0,6,0,0,0,0,11
2019/5/12 4:05,1,5,3,0,1,0,3,0,3,0,2,0,0,7
2019/5/12 4:10,0,5,1,0,2,0,2,0,3,0,0,0,1,8
2019/5/12 4:15,0,1,3,1,0,1,4,1,2,1,0,0,1,9
2019/5/12 4:20,1,3,1,0,0,1,2,0,11,0,2,1,0,4
2019/5/12 4:25,0,8,3,0,1,1,1,1,4,0,0,2,1,7
2019/5/12 4:30,2,0,3,1,1,1,0,1,5,0,0,0,1,8
2019/5/12 4:35,0,6,3,0,1,0,0,0,6,0,2,0,1,2
2019/5/12 4:40,0,2,3,0,0,3,2,0,8,0,2,0,0,6
2019/5/12 4:45,0,6,2,0,0,0,2,0,3,0,0,0,0,12
2019/5/12 4:50,0,4,2,1,0,2,1,0,6,0,0,1,2,7
2019/5/12 4:55,1,1,3,0,0,0,0,0,4,0,0,0,0,8
2019/5/12 5:00,3,7,2,0,0,2,1,0,7,0,0,0,0,12
2019/5/12 5:05,2,3,2,0,1,0,0,1,8,0,0,0,0,4
2019/5/12 5:10,2,4,2,2,0,4,2,1,4,2,0,1,0,12
2019/5/12 5:15,1,2,5,1,3,0,2,1,6,1,2,1,0,7
2019/5/12 5:20,1,2,1,0,0,3,2,0,4,0,4,0,0,12
2019/5/12 5:25,1,5,6,0,0,2,0,1,4,0,0,0,0,15
2019/5/12 5:30,2,4,4,0,0,2,3,0,5,0,0,2,2,12
2019/5/12 5:35,2,3,1,0,0,0,2,0,8,0,0,2,2,12
2019/5/12 5:40,4,4,4,0,0,1,1,0,5,1,2,1,3,8
2019/5/12 5:45,0,3,1,1,1,1,0,0,3,0,0,0,0,5
2019/5/12 5:50,1,7,4,0,0,0,0,0,6,0,1,0,1,11
2019/5/12 5:55,3,6,2,0,2,1,1,0,7,1,0,0,2,14
2019/5/12 6:00,2,8,4,0,0,2,2,0,5,2,1,1,1,17
2019/5/12 6:05,2,5,3,0,0,1,0,1,7,1,0,0,0,9
2019/5/12 6:10,0,6,3,0,3,0,1,0,6,2,2,0,0,13
2019/5/12 6:15,3,10,3,1,3,1,3,0,5,1,1,4,1,9
2019/5/12 6:20,4,4,3,0,1,0,1,3,6,1,1,0,0,14
2019/5/12 6:25,1,3,5,1,1,2,0,0,7,0,0,1,1,11
2019/5/12 6:30,1,3,3,0,0,1,1,0,8,1,0,2,0,11
2019/5/12 6:35,0,7,3,0,2,4,4,0,2,0,0,0,1,14
2019/5/12 6:40,3,4,2,0,1,0,1,0,3,1,0,0,0,15
2019/5/12 6:45,4,8,4,1,0,3,2,1,8,1,0,0,0,18
2019/5/12 6:50,1,3,5,0,1,2,2,1,6,0,1,0,1,12
2019/5/12 6:55,1,4,11,0,1,3,2,1,6,0,2,2,1,13
2019/5/12 7:00,3,5,8,1,0,0,3,2,5,1,2,3,2,15
2019/5/12 7:05,2,1,8,1,0,2,1,0,1,0,1,5,2,10
2019/5/12 7:10,2,3,5,1,1,3,2,1,6,0,5,3,0,12
2019/5/12 7:15,4,2,1,2,1,1,2,0,5,1,6,0,2,15
2019/5/12 7:20,4,8,2,1,1,2,3,0,1,0,3,0,3,13
2019/5/12 7:25,1,9,2,0,1,4,1,0,6,0,4,1,1,18
2019/5/12 7:30,0,3,0,0,0,5,0,1,1,1,4,2,2,18
2019/5/12 7:35,5,9,6,1,0,1,3,0,5,0,1,0,1,6
2019/5/12 7:40,1,3,5,0,0,2,0,0,2,1,3,4,1,12
2019/5/12 7:45,2,2,3,0,2,2,0,1,4,1,3,2,0,11
2019/5/12 7:50,0,7,3,1,1,1,3,0,6,1,3,5,1,17
2019/5/12 7:55,0,6,3,1,0,3,1,0,2,1,0,6,1,14
2019/5/12 8:00,2,3,0,0,1,0,1,0,4,1,0,5,3,11
2019/5/12 8:05,2,3,9,0,0,1,3,0,2,0,1,3,0,11
2019/5/12 8:10,1,4,5,1,2,0,1,0,3,1,1,2,1,14
2019/5/12 8:15,4,2,5,0,1,4,2,0,4,0,1,3,1,10
2019/5/12 8:20,0,8,3,1,1,2,1,1,5,0,0,4,3,13
2019/5/12 8:25,2,9,2,2,2,2,1,0,5,0,1,2,1,14
2019/5/12 8:30,1,6,5,1,3,0,3,1,3,0,2,1,1,7
2019/5/12 8:35,1,5,5,0,3,3,1,0,2,0,1,1,2,8
2019/5/12 8:40,3,8,5,0,1,1,0,0,3,1,0,1,1,10
2019/5/12 8:45,3,5,4,0,4,1,3,1,1,1,1,2,1,18
2019/5/12 8:50,1,3,4,0,3,0,1,2,2,2,0,3,1,13
2019/5/12 8:55,2,1,6,0,2,1,1,1,1,1,2,3,0,13
2019/5/12 9:00,0,3,6,1,1,2,1,0,2,1,1,1,1,8
2019/5/12 9:05,1,3,0,0,1,0,0,0,4,0,0,1,0,10
2019/5/12 9:10,4,7,3,0,2,3,2,0,2,1,2,1,0,12
2019/5/12 9:15,3,2,7,0,3,2,3,2,1,1,0,5,0,14
2019/5/12 9:20,3,5,3,1,0,1,1,0,5,1,1,2,0,7
2019/5/12 9:25,1,2,5,0,1,1,0,1,1,0,3,2,1,13
2019/5/12 9:30,1,4,7,1,3,1,0,2,2,2,3,2,0,13
2019/5/12 9:35,1,8,9,0,0,0,0,1,1,0,3,2,0,6
2019/5/12 9:40,4,5,7,0,1,0,1,1,1,0,1,1,0,12
2019/5/12 9:45,4,2,1,0,2,3,2,3,5,0,3,2,2,13
2019/5/12 9:50,3,2,2,0,1,2,1,1,4,1,1,2,1,10
2019/5/12 9:55,1,3,3,0,3,3,1,0,2,0,0,2,0,6
2019/5/12 10:00,2,13,3,1,1,3,3,1,1,0,1,1,0,16
2019/5/12 10:05,0,5,7,2,0,2,0,3,4,0,1,4,0,15
2019/5/12 10:10,4,5,3,0,1,2,0,1,3,0,1,4,0,12
2019/5/12 10:15,1,4,3,0,0,1,0,2,2,0,0,1,1,14
2019/5/12 10:20,4,5,6,2,0,1,2,0,5,0,1,2,0,11
2019/5/12 10:25,4,9,5,0,1,1,1,3,2,0,0,1,0,14
2019/5/12 10:30,3,6,5,1,1,1,1,3,0,0,0,2,1,13
2019/5/12 10:35,2,6,0,1,0,1,1,1,4,0,2,4,8,16
2019/5/12 10:40,0,6,4,0,0,4,2,0,1,1,1,1,5,11
2019/5/12 10:45,2,10,5,1,2,3,1,0,1,1,0,3,1,20
2019/5/12 10:50,2,6,8,1,1,3,1,0,2,0,2,3,1,20
2019/5/12 10:55,3,6,4,0,1,1,2,0,1,1,0,0,0,16
2019/5/12 11:00,2,8,6,2,0,1,1,1,3,3,1,1,2,17
2019/5/12 11:05,3,4,3,0,1,4,3,1,1,0,1,0,2,17
2019/5/12 11:10,2,6,4,1,0,5,1,0,1,1,2,1,2,19
2019/5/12 11:15,2,3,6,0,3,0,2,1,1,2,0,1,1,15
2019/5/12 11:20,2,10,3,1,0,3,1,1,1,1,1,1,1,9
2019/5/12 11:25,1,7,4,2,0,2,1,3,5,0,0,3,1,15
2019/5/12 11:30,1,4,8,0,0,3,1,1,1,0,1,0,1,19
2019/5/12 11:35,4,5,1,1,2,6,4,2,4,0,0,1,2,11
2019/5/12 11:40,2,10,8,0,3,0,2,3,2,0,1,0,0,15
2019/5/12 11:45,3,2,7,1,1,1,1,2,1,1,2,0,4,19
2019/5/12 11:50,1,4,3,0,1,1,2,0,0,0,2,4,1,17
2019/5/12 11:55,4,2,3,1,0,4,2,2,1,0,0,1,0,16
2019/5/12 12:00,3,4,6,2,2,4,3,1,1,0,0,5,2,12
2019/5/12 12:05,2,5,7,2,0,3,0,1,2,0,0,0,1,15
2019/5/12 12:10,6,7,7,1,0,1,1,2,1,0,2,1,1,16
2019/5/12 12:15,2,4,6,1,0,0,2,1,1,0,2,2,2,14
2019/5/12 12:20,2,8,5,2,0,1,1,1,2,0,0,1,1,20
2019/5/12 12:25,5,8,7,1,0,5,0,1,1,1,1,0,1,18
2019/5/12 12:30,4,2,2,1,1,2,1,0,4,0,0,3,1,11
2019/5/12 12:35,5,6,2,3,2,1,3,1,2,0,3,0,0,18
2019/5/12 12:40,3,8,1,0,1,1,1,0,5,0,4,3,0,17
2019/5/12 12:45,2,7,5,2,2,2,2,1,0,0,3,1,2,28
2019/5/12 12:50,2,7,1,1,0,3,1,0,2,0,2,0,0,14
2019/5/12 12:55,2,3,4,0,3,1,1,1,1,0,2,5,2,16
2019/5/12 13:00,2,3,4,0,3,1,0,0,4,1,3,1,0,15
2019/5/12 13:05,8,8,3,1,1,5,0,1,0,4,0,2,2,11
2019/5/12 13:10,2,6,6,1,0,1,2,3,1,1,1,2,1,18
2019/5/12 13:15,1,7,7,0,2,2,1,2,3,0,1,0,0,21
2019/5/12 13:20,6,7,3,0,2,0,2,2,1,0,3,2,1,22
2019/5/12 13:25,2,5,4,2,1,3,4,1,1,1,1,0,0,20
2019/5/12 13:30,2,6,5,0,3,2,2,0,2,2,2,2,1,13
2019/5/12 13:35,3,2,5,0,0,3,2,0,3,1,2,0,0,17
2019/5/12 13:40,2,1,4,2,2,2,0,0,3,0,3,1,1,17
2019/5/12 13:45,2,10,8,2,2,0,1,2,3,2,1,1,2,10
2019/5/12 13:50,3,6,5,1,0,1,3,0,0,1,1,3,3,13
2019/5/12 13:55,2,5,7,2,5,3,2,1,1,1,4,0,3,12
2019/5/12 14:00,0,4,3,1,2,2,0,3,2,2,4,4,1,18
2019/5/12 14:05,1,4,8,0,3,2,2,1,3,1,1,0,1,9
2019/5/12 14:10,0,5,4,0,0,3,2,0,0,1,2,1,1,16
2019/5/12 14:15,2,4,5,2,1,3,0,0,0,0,4,2,0,16
2019/5/12 14:20,5,8,5,0,2,4,2,1,3,2,3,2,3,10
2019/5/12 14:25,2,3,2,0,0,1,0,0,3,1,1,3,0,15
2019/5/12 14:30,1,4,3,0,0,2,2,0,1,0,2,0,1,18
2019/5/12 14:35,3,6,3,1,2,1,1,0,5,1,0,1,0,10
2019/5/12 14:40,2,4,7,0,1,1,4,2,1,1,0,1,0,16
2019/5/12 14:45,1,7,6,0,2,2,2,1,0,1,1,2,1,13
2019/5/12 14:50,2,4,6,0,0,2,1,0,0,1,3,2,0,12
2019/5/12 14:55,3,2,11,0,1,1,2,0,3,0,2,2,0,12
2019/5/12 15:00,4,1,6,0,1,1,2,1,2,2,2,2,0,15
2019/5/12 15:05,4,7,2,1,2,1,1,0,1,0,1,2,1,15
2019/5/12 15:10,1,2,3,0,1,3,4,2,2,0,4,3,1,12
2019/5/12 15:15,1,6,4,0,1,4,2,1,2,1,1,2,3,12
2019/5/12 15:20,2,5,2,1,0,2,2,1,1,1,0,1,1,11
2019/5/12 15:25,4,4,5,1,0,6,2,0,0,0,4,0,2,16
2019/5/12 15:30,2,6,6,0,0,1,2,0,2,2,2,4,0,13
2019/5/12 15:35,1,4,2,2,0,3,0,0,1,0,3,1,0,18
2019/5/12 15:40,3,4,2,1,2,5,0,0,2,0,1,2,0,15
2019/5/12 15:45,5,3,3,0,2,1,2,0,2,2,2,2,2,14
2019/5/12 15:50,6,5,5,0,4,1,2,1,1,0,3,2,2,9
2019/5/12 15:55,0,4,3,0,1,3,3,1,0,0,4,1,1,13
2019/5/12 16:00,0,4,5,0,3,3,0,1,2,1,5,1,0,10
2019/5/12 16:05,1,2,5,0,1,2,1,1,3,2,2,1,2,15
2019/5/12 16:10,1,5,4,0,3,1,1,0,0,0,1,3,6,16
2019/5/12 16:15,3,3,2,1,3,3,1,2,0,0,5,0,2,14
2019/5/12 16:20,5,6,2,2,0,4,1,0,3,2,1,0,4,17
2019/5/12 16:25,0,4,4,0,1,2,1,0,2,1,0,1,1,14
2019/5/12 16:30,1,3,3,0,4,0,1,2,1,1,0,2,3,14
2019/5/12 16:35,2,5,2,0,0,2,0,1,2,1,0,3,3,20
2019/5/12 16:40,3,5,3,0,1,10,0,1,0,0,3,2,2,16
2019/5/12 16:45,3,3,2,0,1,4,2,0,0,2,3,4,2,12
2019/5/12 16:50,2,10,1,0,1,0,2,3,0,0,3,1,2,14
2019/5/12 16:55,4,3,8,0,0,0,1,0,3,0,2,2,3,16
2019/5/12 17:00,1,7,3,1,0,4,0,3,0,0,1,1,2,16
2019/5/12 17:05,5,5,2,1,0,2,1,0,2,0,2,2,2,20
2019/5/12 17:10,3,8,4,0,0,3,1,4,4,0,1,1,4,11
2019/5/12 17:15,8,7,3,2,1,2,0,1,1,3,3,0,1,21
2019/5/12 17:20,1,7,6,1,1,2,3,2,3,0,2,1,0,14
2019/5/12 17:25,0,9,3,1,0,2,1,1,2,2,1,3,0,8
2019/5/12 17:30,3,8,4,2,1,1,3,1,2,2,1,3,1,21
2019/5/12 17:35,1,8,5,0,0,1,0,3,3,0,1,3,2,11
2019/5/12 17:40,6,6,6,0,1,1,3,1,0,1,2,2,2,12
2019/5/12 17:45,1,6,7,1,1,0,0,2,4,0,4,0,1,11
2019/5/12 17:50,4,4,4,2,2,3,2,0,0,0,1,0,2,19
2019/5/12 17:55,3,5,5,0,0,2,2,1,5,0,0,6,2,17
2019/5/12 18:00,3,3,4,0,2,2,1,0,1,0,2,0,1,7
2019/5/12 18:05,0,3,1,0,1,2,1,1,2,0,2,2,1,8
2019/5/12 18:10,2,4,4,0,0,0,0,2,2,0,0,2,2,12
2019/5/12 18:15,1,4,2,0,0,0,1,2,1,0,1,2,0,18
2019/5/12 18:20,3,9,2,0,0,0,0,2,1,0,1,1,1,17
2019/5/12 18:25,4,6,4,0,1,1,0,2,1,0,1,2,0,18
2019/5/12 18:30,4,8,4,0,0,1,4,2,2,0,2,1,1,18
2019/5/12 18:35,2,3,4,1,0,3,4,0,0,0,3,0,1,18
2019/5/12 18:40,6,5,8,0,2,4,1,1,4,0,4,1,0,21
2019/5/12 18:45,1,9,3,2,1,2,1,2,0,0,0,0,0,13
2019/5/12 18:50,1,9,5,0,3,1,0,1,1,0,0,1,0,20
2019/5/12 18:55,2,10,2,0,0,1,1,1,1,0,0,2,3,14
2019/5/12 19:00,3,8,4,1,0,0,1,1,0,0,2,0,1,11
2019/5/12 19:05,1,3,3,0,3,2,2,0,1,0,1,4,1,13
2019/5/12 19:10,0,6,3,1,1,1,0,0,2,0,1,2,2,11
2019/5/12 19:15,4,5,0,1,1,0,2,1,1,1,0,2,1,16
2019/5/12 19:20,3,7,4,1,1,0,2,1,3,0,2,1,1,15
2019/5/12 19:25,0,7,1,0,1,0,1,1,3,0,0,1,0,16
2019/5/12 19:30,2,6,3,0,2,0,1,0,0,0,1,2,0,13
2019/5/12 19:35,6,3,8,0,2,1,0,0,1,0,2,3,1,18
2019/5/12 19:40,2,3,8,1,5,2,0,0,3,1,0,3,1,7
2019/5/12 19:45,3,7,3,0,1,0,0,0,1,0,3,1,1,16
2019/5/12 19:50,0,4,2,0,2,0,3,0,4,0,1,1,1,11
2019/5/12 19:55,1,6,4,0,0,0,3,0,4,1,3,0,0,13
2019/5/12 20:00,1,6,3,0,4,0,0,0,2,1,1,0,4,14
2019/5/12 20:05,1,9,2,1,0,3,0,0,2,0,0,0,1,11
2019/5/12 20:10,2,8,1,0,0,0,2,0,1,0,0,1,1,10
2019/5/12 20:15,0,3,4,0,0,1,0,0,3,1,1,0,1,8
2019/5/12 20:20,1,5,3,0,0,0,0,1,3,0,1,2,3,18
2019/5/12 20:25,0,5,3,2,0,0,2,0,2,0,2,3,0,6
2019/5/12 20:30,3,4,3,0,2,0,1,0,1,0,2,0,1,12
2019/5/12 20:35,0,3,3,1,2,1,2,0,5,1,0,1,0,10
2019/5/12 20:40,2,4,6,0,1,0,1,2,1,1,1,0,5,10
2019/5/12 20:45,4,5,6,0,1,3,2,0,4,0,1,2,2,9
2019/5/12 20:50,2,4,3,1,3,2,0,1,3,0,1,1,0,9
2019/5/12 20:55,2,4,1,1,0,0,0,2,1,2,2,1,2,7
2019/5/12 21:00,0,6,5,0,0,0,6,0,6,0,1,1,1,7
2019/5/12 21:05,4,4,4,0,0,0,1,1,1,1,0,0,2,9
2019/5/12 21:10,3,7,4,0,3,1,1,0,4,1,0,0,4,4
2019/5/12 21:15,1,4,4,0,0,2,3,0,8,0,0,2,2,8
2019/5/12 21:20,1,5,3,0,2,0,1,0,2,0,2,0,3,12
2019/5/12 21:25,1,4,3,1,1,1,0,2,4,0,0,2,2,12
2019/5/12 21:30,1,6,3,0,2,2,2,1,3,0,2,0,0,8
2019/5/12 21:35,2,3,4,1,2,0,0,0,4,0,0,1,3,7
2019/5/12 21:40,1,5,5,0,0,2,1,3,3,0,0,4,1,9
2019/5/12 21:45,3,5,4,0,2,1,0,0,6,1,3,0,2,9
2019/5/12 21:50,1,6,2,0,0,2,1,0,8,0,3,0,2,16
2019/5/12 21:55,3,2,8,0,6,3,3,2,5,1,5,1,1,19
2019/5/12 22:00,1,1,3,1,1,1,2,0,5,0,4,2,0,9
2019/5/12 22:05,1,4,7,0,2,1,0,0,2,0,3,1,0,11
2019/5/12 22:10,2,6,5,1,2,2,1,0,2,3,1,0,1,11
2019/5/12 22:15,2,1,2,1,1,2,1,1,8,0,0,1,0,14
2019/5/12 22:20,4,6,2,0,0,1,0,1,8,0,2,2,0,15
2019/5/12 22:25,1,6,2,0,0,0,1,0,5,0,3,0,3,18
2019/5/12 22:30,4,7,2,0,0,2,0,0,8,1,0,2,0,9
2019/5/12 22:35,3,2,1,0,1,4,0,1,5,1,0,1,1,9
2019/5/12 22:40,5,7,2,0,1,0,2,1,3,1,1,2,1,10
2019/5/12 22:45,2,8,3,1,0,2,1,0,6,2,3,3,2,15
2019/5/12 22:50,2,7,2,0,1,1,2,0,6,0,5,0,0,11
2019/5/12 22:55,2,6,4,1,2,0,1,0,6,1,2,0,1,10
2019/5/12 23:00,1,3,5,0,0,1,0,0,7,1,2,1,1,6
2019/5/12 23:05,0,2,3,0,0,1,3,1,6,0,1,0,0,8
2019/5/12 23:10,2,5,6,0,1,1,2,2,7,0,5,0,3,9
2019/5/12 23:15,4,8,8,0,1,0,1,0,5,0,1,0,1,11
2019/5/12 23:20,4,4,5,0,0,2,1,1,6,1,1,1,2,12
2019/5/12 23:25,1,7,5,1,1,4,4,0,3,1,2,2,0,10
2019/5/12 23:30,0,2,3,0,1,0,1,0,6,0,0,0,1,12
2019/5/12 23:35,1,0,3,0,1,5,3,0,4,0,0,0,0,11
2019/5/12 23:40,3,1,6,1,4,3,1,0,10,0,1,2,1,12
2019/5/12 23:45,2,4,5,0,2,4,3,0,7,0,2,1,1,13
2019/5/12 23:50,1,6,3,0,3,2,0,1,6,1,1,1,1,14
2019/5/12 23:55,0,8,2,0,1,1,2,0,8,0,1,1,1,11
2019/5/13 0:00,0,4,3,0,1,1,3,0,12,0,0,0,2,5
2019/5/13 0:05,1,6,1,0,1,0,1,2,7,0,2,1,1,10
