,station1,station2,station3,station4,station5,station6,station7,station8,station9,station10,station11,station12,station13,station14
2019/7/26 1:15,1,3,2,0,1,1,2,0,5,0,2,1,0,3
2019/7/26 1:20,2,5,2,1,2,3,1,1,10,0,2,1,0,8
2019/7/26 1:25,5,2,3,0,2,1,2,1,4,0,1,1,0,6
2019/7/26 1:30,2,3,3,0,3,1,0,1,2,0,0,0,0,10
2019/7/26 1:35,2,7,3,0,0,1,1,0,6,0,0,1,0,8
2019/7/26 1:40,1,4,2,0,0,0,3,0,9,1,2,1,1,10
2019/7/26 1:45,4,2,3,0,1,1,0,1,8,0,0,0,0,9
2019/7/26 1:50,1,5,2,0,1,1,0,1,10,0,2,2,0,8
2019/7/26 1:55,0,1,0,0,1,3,1,1,9,0,3,1,2,4
2019/7/26 2:00,2,2,2,0,0,2,2,0,9,1,1,0,1,8
2019/7/26 2:05,0,4,0,0,2,1,1,0,6,0,0,0,0,12
2019/7/26 2:10,3,2,1,0,0,0,2,0,16,2,1,0,1,12
2019/7/26 2:15,4,5,3,0,0,3,2,1,7,0,0,1,1,6
2019/7/26 2:20,1,4,5,0,2,1,0,0,6,2,2,0,0,9
2019/7/26 2:25,1,2,4,0,1,1,1,0,11,0,0,0,1,14
2019/7/26 2:30,0,1,7,0,0,0,2,0,5,0,2,0,2,9
2019/7/26 2:35,1,3,7,0,0,1,1,0,8,0,3,0,0,5
2019/7/26 2:40,0,5,5,0,2,0,2,1,7,0,3,1,2,7
2019/7/26 2:45,1,5,1,0,0,1,1,1,5,0,2,1,3,14
2019/7/26 2:50,0,4,1,0,2,1,2,1,5,0,0,1,1,9
2019/7/26 2:55,1,4,4,0,3,3,3,1,5,0,0,1,0,6
2019/7/26 3:00,1,2,4,0,3,1,1,1,4,1,2,0,0,5
2019/7/26 3:05,0,5,3,0,0,2,2,0,12,0,1,1,1,9
2019/7/26 3:10,2,3,2,1,1,1,2,1,9,0,1,2,1,5
2019/7/26 3:15,1,1,4,0,0,0,0,0,3,0,0,2,0,5
2019/7/26 3:20,1,2,6,0,1,1,1,0,3,0,1,1,0,11
2019/7/26 3:25,2,2,2,0,0,2,4,0,8,0,0,0,1,7
2019/7/26 3:30,1,1,3,0,0,1,3,2,11,1,1,1,0,4
2019/7/26 3:35,1,5,4,0,0,2,6,1,7,1,1,0,0,9
2019/7/26 3:40,1,4,3,0,0,2,2,1,8,0,1,0,2,9
2019/7/26 3:45,1,5,4,1,0,3,1,1,10,0,0,0,1,12
2019/7/26 3:50,1,3,3,0,0,3,3,1,11,0,1,0,0,6
2019/7/26 3:55,1,2,3,0,0,0,1,0,10,0,5,1,0,8
2019/7/26 4:00,0,4,1,0,0,1,2,0,3,0,1,0,0,10
2019/7/26 4:05,2,5,3,0,0,0,2,0,12,1,1,1,1,10
2019/7/26 4:10,3,3,1,0,0,0,2,0,10,0,1,0,0,6
2019/7/26 4:15,3,4,1,0,0,0,4,0,4,1,2,0,1,8
2019/7/26 4:20,0,4,2,0,0,1,1,0,11,0,2,1,1,6
2019/7/26 4:25,1,3,4,0,0,0,2,0,10,0,2,1,0,8
2019/7/26 4:30,1,7,2,0,0,2,2,0,2,1,2,1,2,8
2019/7/26 4:35,1,4,4,1,0,0,2,1,4,1,2,0,0,7
2019/7/26 4:40,3,3,5,1,2,1,2,0,10,1,1,1,1,7
2019/7/26 4:45,1,5,2,0,2,0,0,0,5,0,4,3,2,10
2019/7/26 4:50,1,2,1,0,0,0,0,0,4,0,2,1,1,10
2019/7/26 4:55,2,1,1,1,0,0,2,0,6,1,3,0,1,10
2019/7/26 5:00,2,3,3,0,0,3,2,0,3,1,1,0,1,10
2019/7/26 5:05,1,7,3,0,0,0,2,0,10,1,4,1,0,13
2019/7/26 5:10,1,11,1,1,1,1,2,0,3,0,2,1,0,15
2019/7/26 5:15,1,8,5,0,0,0,0,0,5,0,1,2,0,11
2019/7/26 5:20,1,4,2,0,1,2,3,0,5,0,2,1,0,14
2019/7/26 5:25,1,3,4,0,0,0,1,1,4,1,0,2,0,14
2019/7/26 5:30,1,9,3,0,2,2,0,0,7,0,2,0,2,9
2019/7/26 5:35,0,11,2,0,1,2,1,0,3,1,1,0,0,16
2019/7/26 5:40,3,9,2,2,0,1,2,0,5,1,0,0,1,15
2019/7/26 5:45,2,6,2,0,1,1,0,0,7,1,0,2,1,13
2019/7/26 5:50,1,6,1,0,1,0,0,0,5,2,1,1,0,12
2019/7/26 5:55,2,7,2,0,0,3,1,0,8,2,0,0,0,8
2019/7/26 6:00,1,6,5,1,1,0,1,2,7,2,3,2,2,10
2019/7/26 6:05,0,4,5,0,1,2,2,0,4,0,2,1,0,11
2019/7/26 6:10,1,8,1,0,1,0,0,1,9,1,0,0,2,11
2019/7/26 6:15,4,11,6,0,3,2,2,1,6,3,3,1,2,11
2019/7/26 6:20,2,7,5,0,0,2,1,0,5,1,4,0,1,17
2019/7/26 6:25,2,5,9,1,3,2,2,0,6,2,2,1,2,23
2019/7/26 6:30,2,9,3,0,0,2,2,1,6,0,1,0,2,17
2019/7/26 6:35,0,8,4,1,2,2,2,0,5,2,0,3,1,11
2019/7/26 6:40,1,6,9,0,1,2,0,0,8,1,3,2,0,18
2019/7/26 6:45,0,8,9,0,0,2,0,0,4,0,0,1,0,9
2019/7/26 6:50,2,6,4,0,2,0,2,0,8,0,3,0,1,10
2019/7/26 6:55,3,8,6,0,3,2,1,3,6,2,1,1,1,13
2019/7/26 7:00,3,9,6,1,0,3,2,0,7,1,0,1,0,12
2019/7/26 7:05,3,6,5,4,1,4,3,0,8,0,0,2,0,16
2019/7/26 7:10,2,2,3,1,1,0,3,1,1,1,2,0,0,11
2019/7/26 7:15,6,8,11,0,2,3,2,0,4,1,1,1,0,11
2019/7/26 7:20,6,2,6,3,1,1,3,0,3,0,1,1,0,10
2019/7/26 7:25,5,11,6,0,4,0,4,1,0,0,3,4,2,9
2019/7/26 7:30,4,11,8,0,1,3,3,0,2,0,4,6,2,12
2019/7/26 7:35,3,8,7,1,0,2,3,1,5,0,3,2,1,14
2019/7/26 7:40,5,7,7,0,3,2,4,1,2,0,0,2,0,13
2019/7/26 7:45,5,11,5,1,2,2,4,2,5,1,0,5,0,12
2019/7/26 7:50,2,7,5,0,1,1,1,1,4,1,0,1,2,8
2019/7/26 7:55,4,10,4,0,1,2,1,0,5,1,2,0,2,11
2019/7/26 8:00,5,8,3,2,1,3,1,1,4,1,1,3,0,7
2019/7/26 8:05,1,7,7,1,0,6,3,0,2,0,2,5,1,17
2019/7/26 8:10,1,4,6,1,0,2,2,0,3,2,0,3,2,16
2019/7/26 8:15,2,6,4,1,2,1,1,2,3,0,2,3,3,6
2019/7/26 8:20,5,4,7,1,0,4,1,1,1,1,0,1,0,10
2019/7/26 8:25,2,5,5,0,0,5,2,2,6,2,2,5,0,17
2019/7/26 8:30,4,6,7,2,0,6,1,2,3,1,0,4,3,11
2019/7/26 8:35,3,6,6,2,5,2,3,3,4,0,1,0,0,17
2019/7/26 8:40,3,6,5,1,3,1,3,1,2,0,2,3,2,11
2019/7/26 8:45,2,11,6,0,1,0,2,1,0,0,2,4,3,10
2019/7/26 8:50,2,7,1,0,0,2,3,0,3,1,1,7,2,9
2019/7/26 8:55,0,7,3,2,1,4,4,2,1,0,0,3,0,11
2019/7/26 9:00,1,5,5,0,0,2,2,1,2,1,4,2,0,12
2019/7/26 9:05,0,6,8,1,0,0,2,0,2,0,1,2,2,16
2019/7/26 9:10,6,6,5,0,0,2,2,4,1,0,1,4,0,13
2019/7/26 9:15,5,3,7,2,2,1,2,1,3,1,1,2,2,23
2019/7/26 9:20,2,8,4,0,3,0,2,3,3,1,1,4,4,14
2019/7/26 9:25,2,8,7,1,0,2,3,0,2,0,1,0,1,12
2019/7/26 9:30,6,6,13,0,0,1,1,2,1,0,2,2,1,15
2019/7/26 9:35,5,9,5,2,2,4,1,0,2,1,2,1,1,15
2019/7/26 9:40,3,6,3,0,1,4,3,1,1,0,3,0,1,16
2019/7/26 9:45,2,4,4,1,0,2,1,2,4,1,0,4,1,15
2019/7/26 9:50,3,4,4,1,0,0,1,1,2,1,2,1,2,7
2019/7/26 9:55,3,5,9,1,1,2,2,0,3,0,1,4,3,13
2019/7/26 10:00,4,5,4,1,1,1,3,4,3,0,1,3,1,12
2019/7/26 10:05,3,7,8,0,3,3,2,2,3,0,1,3,2,11
2019/7/26 10:10,2,4,10,1,2,3,4,2,3,1,1,4,3,14
2019/7/26 10:15,4,5,3,1,0,3,4,0,1,0,1,1,2,20
2019/7/26 10:20,1,2,9,0,1,1,3,2,0,0,1,1,1,11
2019/7/26 10:25,4,4,5,1,1,5,4,2,3,1,2,3,1,13
2019/7/26 10:30,3,7,7,2,3,1,1,2,6,1,1,3,0,15
2019/7/26 10:35,0,8,9,0,2,2,1,3,5,0,1,0,2,14
2019/7/26 10:40,1,5,12,2,1,3,3,1,1,1,1,3,1,4
2019/7/26 10:45,1,9,6,0,1,0,3,3,1,0,1,1,0,7
2019/7/26 10:50,5,6,7,1,1,0,3,2,1,2,0,2,2,7
2019/7/26 10:55,0,4,5,0,2,3,1,0,2,1,3,1,3,17
2019/7/26 11:00,4,6,5,4,2,0,1,1,2,1,0,2,3,13
2019/7/26 11:05,1,7,4,0,1,3,3,0,3,0,3,3,0,13
2019/7/26 11:10,2,8,6,0,0,3,1,1,2,1,0,4,0,12
2019/7/26 11:15,3,13,7,0,0,2,4,0,1,2,2,2,3,16
2019/7/26 11:20,1,8,7,1,3,5,0,0,5,1,3,1,1,22
2019/7/26 11:25,4,9,9,0,1,3,1,0,2,2,3,1,1,16
2019/7/26 11:30,0,5,8,2,0,2,2,1,3,0,3,0,1,14
2019/7/26 11:35,4,6,2,0,1,2,1,0,3,1,1,3,1,12
2019/7/26 11:40,4,6,3,1,2,4,1,2,1,0,5,3,3,14
2019/7/26 11:45,3,6,4,0,0,2,1,0,1,2,1,0,3,21
2019/7/26 11:50,6,9,5,0,0,0,3,1,1,0,2,0,0,19
2019/7/26 11:55,4,8,6,1,0,2,4,1,2,1,0,3,0,23
2019/7/26 12:00,1,8,8,1,1,1,3,2,3,1,1,3,1,18
2019/7/26 12:05,1,7,8,6,1,1,3,1,1,1,2,0,1,20
2019/7/26 12:10,3,15,3,1,1,4,2,1,3,1,0,0,4,15
2019/7/26 12:15,2,11,4,1,2,2,4,0,3,1,3,0,1,16
2019/7/26 12:20,0,11,3,1,0,1,4,1,1,1,4,0,2,28
2019/7/26 12:25,3,7,10,1,3,4,4,2,1,1,3,1,1,22
2019/7/26 12:30,4,6,5,2,3,0,4,0,2,0,4,0,2,21
2019/7/26 12:35,3,4,7,2,1,3,1,2,2,1,0,2,1,20
2019/7/26 12:40,1,10,4,1,3,0,1,1,4,1,1,1,0,20
2019/7/26 12:45,3,9,4,1,0,2,1,0,1,1,1,2,1,23
2019/7/26 12:50,4,2,4,4,1,3,2,0,3,0,1,1,5,22
2019/7/26 12:55,2,5,8,0,0,3,1,1,2,2,4,0,2,21
2019/7/26 13:00,5,6,8,2,1,1,1,1,4,0,2,0,1,18
2019/7/26 13:05,2,11,7,0,1,1,1,2,1,0,0,2,1,18
2019/7/26 13:10,3,7,5,0,1,1,3,1,1,0,4,3,0,26
2019/7/26 13:15,6,7,5,2,2,2,3,1,0,1,1,2,2,23
2019/7/26 13:20,2,11,9,3,2,2,2,0,3,1,0,1,0,19
2019/7/26 13:25,2,4,4,1,0,3,3,1,3,2,2,3,0,19
2019/7/26 13:30,1,8,11,1,1,2,3,2,3,0,2,2,0,15
2019/7/26 13:35,6,8,6,0,1,2,2,0,3,0,1,2,0,20
2019/7/26 13:40,3,9,5,1,1,1,2,2,3,1,5,2,0,24
2019/7/26 13:45,0,3,7,0,0,2,1,0,3,0,1,1,1,21
2019/7/26 13:50,4,8,4,1,5,3,0,4,4,0,1,0,1,15
2019/7/26 13:55,9,3,5,0,2,2,1,1,3,1,4,1,0,20
2019/7/26 14:00,4,7,4,0,1,2,0,1,1,1,0,5,3,24
2019/7/26 14:05,6,7,11,0,4,4,1,0,2,2,2,1,2,18
2019/7/26 14:10,3,3,8,0,2,3,5,1,0,1,1,1,1,19
2019/7/26 14:15,6,8,7,0,2,3,3,1,1,0,1,1,2,13
2019/7/26 14:20,0,7,4,1,3,4,5,1,0,1,1,3,3,21
2019/7/26 14:25,4,6,4,0,2,1,4,1,1,1,0,1,2,11
2019/7/26 14:30,4,8,4,2,4,1,2,1,3,0,2,1,0,15
2019/7/26 14:35,5,7,7,0,1,1,0,1,1,0,0,3,0,17
2019/7/26 14:40,4,8,8,2,1,3,1,3,2,0,0,1,0,15
2019/7/26 14:45,2,7,6,0,1,2,3,3,1,0,3,1,0,17
2019/7/26 14:50,5,8,8,2,1,2,2,2,2,0,2,4,1,24
2019/7/26 14:55,3,7,11,2,1,1,0,3,0,0,2,1,2,10
2019/7/26 15:00,5,10,5,1,2,0,2,3,4,2,1,1,5,12
2019/7/26 15:05,5,11,3,1,4,2,0,3,0,0,0,1,0,12
2019/7/26 15:10,1,8,10,1,1,3,2,3,1,0,3,3,2,13
2019/7/26 15:15,4,5,3,1,1,2,6,0,2,0,4,4,0,10
2019/7/26 15:20,2,11,8,0,3,1,5,0,5,0,1,3,2,7
2019/7/26 15:25,5,12,5,0,1,1,2,0,3,1,0,2,0,13
2019/7/26 15:30,6,5,7,0,0,2,2,1,2,2,1,2,1,20
2019/7/26 15:35,0,11,4,0,1,1,2,0,3,0,2,3,1,22
2019/7/26 15:40,4,9,3,0,1,1,3,5,2,1,5,2,3,20
2019/7/26 15:45,6,2,8,0,1,1,1,2,2,1,2,1,1,19
2019/7/26 15:50,3,6,6,2,1,5,2,0,1,0,4,5,2,23
2019/7/26 15:55,3,10,4,1,0,3,0,0,0,2,1,4,3,16
2019/7/26 16:00,1,3,8,0,0,6,1,1,2,2,0,3,1,18
2019/7/26 16:05,4,10,5,1,0,5,2,1,3,0,2,1,3,19
2019/7/26 16:10,0,7,8,1,2,0,3,0,1,2,1,1,4,21
2019/7/26 16:15,2,4,9,1,2,1,5,1,1,1,1,1,3,22
2019/7/26 16:20,5,7,7,0,3,3,2,1,2,0,1,2,1,18
2019/7/26 16:25,5,9,5,1,1,1,2,2,4,0,2,2,1,14
2019/7/26 16:30,1,12,6,2,0,3,5,0,2,2,2,1,3,23
2019/7/26 16:35,2,6,9,0,3,3,0,1,1,0,2,3,0,20
2019/7/26 16:40,1,7,8,1,2,1,1,1,2,0,1,1,1,25
2019/7/26 16:45,2,4,7,1,1,2,2,0,0,1,1,2,2,21
2019/7/26 16:50,3,2,7,1,4,3,2,0,2,0,4,1,2,21
2019/7/26 16:55,3,4,6,0,2,1,3,3,4,0,5,2,2,13
2019/7/26 17:00,4,9,8,0,3,1,1,1,2,2,2,4,4,26
2019/7/26 17:05,6,4,5,0,5,4,0,3,2,1,2,1,2,17
2019/7/26 17:10,0,9,8,1,0,3,4,0,2,0,2,1,2,19
2019/7/26 17:15,2,7,7,0,0,2,2,3,1,1,2,1,3,24
2019/7/26 17:20,6,6,7,0,0,1,3,1,5,1,5,2,0,12
2019/7/26 17:25,6,8,9,2,2,1,2,3,5,0,4,2,1,21
2019/7/26 17:30,5,4,6,0,3,0,5,2,9,0,1,1,2,22
2019/7/26 17:35,0,8,7,0,1,1,10,1,5,1,1,1,2,16
2019/7/26 17:40,3,8,10,1,2,1,1,2,2,0,6,5,0,17
2019/7/26 17:45,2,6,5,1,4,0,3,2,3,0,0,1,0,18
2019/7/26 17:50,3,6,9,0,3,3,7,3,2,1,2,2,4,25
2019/7/26 17:55,2,7,14,3,0,5,0,0,4,1,1,2,2,26
2019/7/26 18:00,0,8,3,1,3,2,4,1,1,1,2,2,1,22
2019/7/26 18:05,2,5,8,3,0,2,3,0,1,2,4,5,2,19
2019/7/26 18:10,1,5,4,1,3,4,4,0,2,1,1,4,0,21
2019/7/26 18:15,1,6,5,1,2,3,2,2,1,0,0,1,3,23
2019/7/26 18:20,0,7,8,1,2,1,1,1,2,0,0,0,0,21
2019/7/26 18:25,0,7,8,0,1,3,1,0,4,0,2,0,2,22
2019/7/26 18:30,2,3,3,0,3,2,2,2,4,0,0,2,2,18
2019/7/26 18:35,2,6,10,0,2,4,0,1,4,0,1,1,4,21
2019/7/26 18:40,3,9,4,0,3,0,2,0,4,0,4,2,1,18
2019/7/26 18:45,5,9,5,0,7,3,0,2,6,0,2,0,1,24
2019/7/26 18:50,5,8,3,1,1,0,1,0,4,0,2,2,0,22
2019/7/26 18:55,3,8,4,1,1,2,1,0,2,0,1,2,0,20
2019/7/26 19:00,1,8,8,0,1,1,3,2,2,0,0,1,1,27
2019/7/26 19:05,3,4,7,2,2,1,2,1,3,0,1,2,1,19
2019/7/26 19:10,1,9,7,1,1,2,4,2,0,2,1,0,1,22
2019/7/26 19:15,3,7,2,0,1,1,1,0,1,0,2,3,1,22
2019/7/26 19:20,1,8,5,2,0,0,5,2,0,1,4,1,0,16
2019/7/26 19:25,1,8,7,0,0,2,0,4,3,1,0,2,1,17
2019/7/26 19:30,3,3,6,1,0,1,0,0,2,0,2,2,0,16
2019/7/26 19:35,1,7,7,0,1,2,1,0,4,0,4,4,2,15
2019/7/26 19:40,1,3,7,0,1,2,2,1,4,0,5,5,0,16
2019/7/26 19:45,4,8,4,0,2,1,1,0,2,1,2,3,1,14
2019/7/26 19:50,1,8,6,0,1,5,0,1,4,1,2,3,0,17
2019/7/26 19:55,5,10,2,0,0,3,3,0,3,0,0,3,0,12
2019/7/26 20:00,1,11,10,0,4,2,0,0,0,0,0,1,0,19
2019/7/26 20:05,4,13,5,0,1,1,1,0,0,0,0,4,1,17
2019/7/26 20:10,4,6,6,0,2,0,2,2,2,0,2,2,1,18
2019/7/26 20:15,1,5,4,0,3,1,3,0,2,1,2,0,1,8
2019/7/26 20:20,0,11,8,0,3,1,2,0,2,0,1,2,1,18
2019/7/26 20:25,4,5,8,0,3,4,3,0,3,0,1,1,3,17
2019/7/26 20:30,2,3,4,1,2,2,0,0,3,0,1,1,2,14
2019/7/26 20:35,3,8,5,3,0,3,0,2,2,0,0,2,5,14
2019/7/26 20:40,3,6,7,1,1,2,1,2,1,0,1,7,6,17
2019/7/26 20:45,0,6,2,0,0,1,1,0,2,0,0,3,2,20
2019/7/26 20:50,3,7,1,1,2,0,1,1,3,0,1,1,0,16
2019/7/26 20:55,5,3,4,0,0,1,5,0,0,0,0,0,2,20
2019/7/26 21:00,5,9,4,0,4,4,2,1,2,0,5,2,0,18
2019/7/26 21:05,1,3,2,0,1,0,0,2,1,1,2,2,1,19
2019/7/26 21:10,1,1,9,1,3,3,3,0,1,0,4,1,1,16
2019/7/26 21:15,4,6,4,1,2,2,1,0,3,0,1,1,1,19
2019/7/26 21:20,1,8,4,1,2,3,4,1,6,0,3,1,0,17
2019/7/26 21:25,2,4,4,0,2,3,1,0,4,0,1,2,0,14
2019/7/26 21:30,1,4,2,1,0,2,4,0,5,1,1,0,3,17
2019/7/26 21:35,5,9,6,0,1,2,3,1,4,0,2,0,1,11
2019/7/26 21:40,5,7,1,0,0,2,1,1,6,0,1,1,1,12
2019/7/26 21:45,3,2,3,0,0,2,6,2,1,0,2,2,1,10
2019/7/26 21:50,3,2,5,1,1,4,5,0,9,0,1,1,1,12
2019/7/26 21:55,0,11,4,0,2,4,1,0,4,2,1,1,0,11
2019/7/26 22:00,2,4,2,0,1,2,1,0,10,0,1,0,2,21
2019/7/26 22:05,2,4,4,0,0,1,2,1,5,0,2,1,0,14
2019/7/26 22:10,1,6,6,0,0,0,1,1,4,0,2,2,0,21
2019/7/26 22:15,3,5,5,1,2,1,6,1,7,0,1,0,2,16
2019/7/26 22:20,3,5,3,1,2,2,3,2,7,0,1,0,2,16
2019/7/26 22:25,1,3,3,0,0,3,2,2,6,0,2,0,0,10
2019/7/26 22:30,3,5,3,1,2,1,0,2,3,0,1,3,0,18
2019/7/26 22:35,1,9,2,1,1,4,5,2,3,1,2,1,0,18
2019/7/26 22:40,5,6,4,0,1,0,1,0,11,0,3,1,0,14
2019/7/26 22:45,1,5,3,1,1,1,0,1,7,0,1,1,3,10
2019/7/26 22:50,2,7,9,0,0,1,1,2,9,0,0,2,0,14
2019/7/26 22:55,2,4,5,0,1,3,2,1,6,0,4,1,5,14
2019/7/26 23:00,0,5,5,0,2,2,2,0,10,1,1,1,1,13
2019/7/26 23:05,0,5,6,2,0,0,3,0,6,0,2,0,1,17
2019/7/26 23:10,3,3,9,1,2,1,3,1,12,0,0,1,1,12
2019/7/26 23:15,6,3,5,1,1,0,5,0,7,0,0,1,1,15
2019/7/26 23:20,3,5,5,0,3,2,3,0,6,0,0,1,1,12
2019/7/26 23:25,6,5,6,2,3,0,5,1,12,0,0,1,1,11
2019/7/26 23:30,5,7,5,0,0,0,3,0,10,1,0,0,1,17
2019/7/26 23:35,1,6,6,0,1,3,0,1,9,0,0,0,1,9
2019/7/26 23:40,3,2,2,0,1,1,1,1,12,0,3,1,1,14
2019/7/26 23:45,1,7,3,1,0,3,1,0,6,0,0,0,1,8
2019/7/26 23:50,3,7,1,0,1,2,2,1,9,0,0,2,1,18
2019/7/26 23:55,2,10,7,0,0,2,1,1,5,0,5,1,3,10
2019/7/27 0:00,1,3,1,0,2,0,1,0,8,0,5,1,0,20
2019/7/27 0:05,0,3,4,0,1,1,1,0,5,0,3,2,0,10
2019/7/27 0:10,2,8,5,0,1,1,1,1,6,0,1,1,2,12
2019/7/27 0:15,2,8,2,1,4,0,3,1,8,0,2,2,0,8
2019/7/27 0:20,1,9,5,0,4,1,3,1,10,0,1,2,0,11
2019/7/27 0:25,2,7,4,0,2,1,4,1,10,0,1,1,1,8
2019/7/27 0:30,1,5,2,0,1,0,2,1,8,0,0,0,0,15
2019/7/27 0:35,2,7,3,1,0,3,2,0,8,0,3,2,0,8
2019/7/27 0:40,2,1,7,0,2,0,4,1,6,0,1,2,0,7
2019/7/27 0:45,1,5,4,1,0,1,2,1,3,0,1,1,1,9
2019/7/27 0:50,2,9,5,1,0,1,3,0,3,0,1,1,1,11
2019/7/27 0:55,1,5,4,0,1,2,1,1,7,2,1,0,2,18
2019/7/27 1:00,1,3,4,0,2,0,3,0,9,0,1,1,1,13
2019/7/27 1:05,1,5,3,0,0,2,1,0,8,0,0,0,2,12
2019/7/27 1:10,5,3,2,0,1,1,0,0,11,0,2,1,1,9
2019/7/27 1:15,4,4,4,0,1,1,0,0,7,0,3,2,1,11
2019/7/27 1:20,3,5,4,0,2,0,0,1,7,0,1,0,0,13
2019/7/27 1:25,2,6,3,0,4,3,3,1,5,0,1,2,0,8
2019/7/27 1:30,0,3,5,0,2,2,0,0,10,0,2,1,0,4
2019/7/27 1:35,0,4,2,1,0,0,2,1,7,0,0,2,0,13
2019/7/27 1:40,5,3,5,0,0,1,0,0,4,0,3,1,1,8
2019/7/27 1:45,1,2,4,0,0,0,1,0,8,0,1,0,1,6
2019/7/27 1:50,0,4,3,0,2,0,2,1,9,0,1,1,1,8
2019/7/27 1:55,1,4,2,0,2,1,1,0,9,0,0,0,0,10
2019/7/27 2:00,1,3,2,0,0,1,1,0,7,0,2,0,0,7
2019/7/27 2:05,2,4,2,0,0,2,0,0,7,0,0,2,0,9
2019/7/27 2:10,0,6,3,0,0,0,3,0,7,0,1,1,0,10
2019/7/27 2:15,0,5,4,0,0,0,1,2,9,1,0,3,0,8
2019/7/27 2:20,1,8,1,0,1,1,2,0,6,1,1,1,0,4
2019/7/27 2:25,3,4,3,0,1,1,1,0,7,1,0,2,0,9
2019/7/27 2:30,2,4,3,0,3,1,0,0,8,1,0,2,1,6
2019/7/27 2:35,0,4,3,0,0,0,2,0,13,0,2,3,0,8
2019/7/27 2:40,2,2,3,0,3,0,0,0,6,0,1,1,1,7
2019/7/27 2:45,1,2,3,0,1,0,1,0,8,1,4,0,1,9
2019/7/27 2:50,3,3,3,0,2,1,4,0,11,0,1,0,2,4
2019/7/27 2:55,0,4,3,0,2,2,1,0,7,0,0,0,1,8
2019/7/27 3:00,2,2,2,1,0,3,1,0,7,0,1,0,1,15
2019/7/27 3:05,1,5,2,0,0,0,0,1,6,0,2,1,1,13
2019/7/27 3:10,1,3,4,1,0,2,0,0,8,0,2,1,1,11
2019/7/27 3:15,0,5,5,0,3,1,3,1,8,0,0,0,1,9
2019/7/27 3:20,1,3,1,0,1,0,2,0,9,0,1,0,0,7
2019/7/27 3:25,2,6,2,0,1,2,1,0,9,1,0,0,0,10
2019/7/27 3:30,1,5,2,0,2,2,1,0,5,0,1,4,0,3
2019/7/27 3:35,2,3,4,0,1,0,2,0,6,0,2,0,0,8
2019/7/27 3:40,0,4,6,1,2,0,1,0,8,0,1,3,0,7
2019/7/27 3:45,2,5,3,1,1,0,1,0,11,0,1,0,1,6
2019/7/27 3:50,3,2,3,0,1,1,0,0,6,0,2,1,0,6
2019/7/27 3:55,1,4,0,0,1,1,7,0,7,1,1,1,0,9
2019/7/27 4:00,0,6,1,0,0,0,3,1,7,0,4,2,2,11
2019/7/27 4:05,1,7,2,0,1,1,1,0,10,0,0,1,0,11
2019/7/27 4:10,2,7,3,0,0,1,5,1,7,0,2,0,0,10
2019/7/27 4:15,2,5,3,0,0,3,6,0,7,0,1,0,0,11
2019/7/27 4:20,2,8,4,0,2,4,1,0,11,0,0,0,1,8
2019/7/27 4:25,0,3,3,0,0,2,2,2,7,0,1,1,0,6
2019/7/27 4:30,1,5,4,0,0,1,2,0,9,0,3,0,0,7
2019/7/27 4:35,1,2,6,1,0,1,1,1,7,0,3,2,0,8
2019/7/27 4:40,0,3,4,0,2,3,3,0,6,0,2,0,2,5
2019/7/27 4:45,0,5,2,1,0,1,2,0,5,0,1,1,0,12
2019/7/27 4:50,0,8,0,0,2,2,2,0,5,1,0,0,1,7
2019/7/27 4:55,0,2,5,1,0,0,0,1,7,0,5,0,0,10
2019/7/27 5:00,3,3,6,0,0,2,0,4,7,1,1,0,2,13
2019/7/27 5:05,1,4,3,0,0,3,0,1,6,0,1,1,2,14
2019/7/27 5:10,2,2,4,1,0,0,2,1,9,0,2,0,0,7
2019/7/27 5:15,1,5,1,1,1,1,0,0,8,1,0,1,0,7
2019/7/27 5:20,2,10,7,1,0,1,1,0,7,0,1,0,1,5
2019/7/27 5:25,2,6,2,0,1,2,1,3,6,1,1,0,1,9
2019/7/27 5:30,0,10,6,1,0,0,0,1,6,1,2,0,0,7
2019/7/27 5:35,2,3,0,0,1,2,2,1,5,0,0,4,1,8
2019/7/27 5:40,1,6,3,0,0,3,0,1,5,0,1,2,1,12
2019/7/27 5:45,4,4,3,1,0,1,0,0,2,1,0,1,0,13
2019/7/27 5:50,0,4,3,1,0,0,0,0,6,1,3,0,0,15
2019/7/27 5:55,1,5,2,0,1,4,0,0,7,3,2,0,0,12
2019/7/27 6:00,2,2,1,0,1,0,3,0,3,2,0,2,3,8
2019/7/27 6:05,1,4,6,1,0,2,1,2,7,2,0,3,0,9
2019/7/27 6:10,2,6,3,0,1,1,0,0,3,0,1,2,2,13
2019/7/27 6:15,2,6,1,0,1,1,2,0,3,1,2,1,1,24
2019/7/27 6:20,4,6,5,1,0,2,2,0,5,3,1,1,2,21
2019/7/27 6:25,0,9,4,1,0,3,0,1,7,1,2,0,0,7
2019/7/27 6:30,1,6,5,0,2,0,0,0,6,1,4,0,0,15
2019/7/27 6:35,3,9,5,0,1,3,0,0,4,1,6,1,0,13
2019/7/27 6:40,2,4,4,0,2,1,1,1,5,1,1,0,2,15
2019/7/27 6:45,6,8,3,0,0,5,2,1,5,1,4,0,2,15
2019/7/27 6:50,4,6,3,0,2,2,0,2,4,1,1,3,1,13
2019/7/27 6:55,2,11,6,0,2,3,2,1,7,0,2,1,0,16
